ornek936 ornek937 ornek938 ornek939 ornek940 ornek941 ornek942 ornek943 ornek944 ornek945 ornek946 ornek947 ornek948 ornek880 ornek881 ornek882 ornek883 ornek884 ornek885 ornek886 ornek887 ornek888 ornek889 ornek890 ornek891 ornek892 ornek893 ornek894 ornek895 ornek896 ornek897 ornek898 ornek899 ornek900 ornek901 ornek902 ornek903 ornek904 ornek905 ornek906 ornek907 ornek908 ornek909 ornek910 ornek911 ornek912 ornek913
242591_at 4.87630745527678 4.63144718842589 4.78985331652086 5.5057547159214 4.51322557526342 4.56457185113768 4.57120835899822 4.37254652048487 4.53038870563962 4.4823348222126 4.02049247580141 4.33937492910642 4.4105454956531 5.06001755053384 4.5770449605036 4.97008442761693 4.64860273602601 4.5481572029735 4.62948204708055 4.38767333482432 5.03286758227958 4.76328441419633 4.92679891167203 4.48019015788265 4.38390545240614 4.50337118304622 4.5285807739773 4.59543022534679 4.57756068957731 4.71655435754382 4.40458396792462 4.73500053932595 4.58664990146725 4.55812168075313 4.27102035305835 4.39783461480759 4.54302713594107 5.02137999748549 4.42495892562177 4.76778402404024 4.66892176876457 4.29278091461473 4.27215103072875 4.60924758539074 4.823757458403 4.92784426140634 5.24523570896292
228568_at 9.33489089753699 6.63871217177963 7.53924482619953 7.32823326985014 7.16001741924976 6.74406004574199 6.45298748645069 6.97325572400558 10.0111776958233 7.07159846335662 7.49073708926698 7.18727740509348 6.63019928804499 7.96429343722398 6.41692505120787 7.38798761391465 8.2502889871282 7.79985745484003 6.55301416665256 7.45290369006234 6.62173952248083 7.3307834366492 7.61453815466607 6.08328742083499 6.52166173730364 7.60568324062848 6.34648791519973 5.85038280920744 8.4777405655338 6.36547600013402 9.66293424408667 7.14436190358962 7.37635312570043 7.07568757897207 8.05250984192472 6.87592436734578 8.37333358350143 9.1436099562558 7.04614048372613 7.83331624802133 6.28082235223368 6.95863504980087 8.33924210774983 8.67050618148964 7.99820128146455 8.32831090670176 6.78465161677531
217092_x_at 10.7995550367646 10.7554333234306 10.2215952349435 10.1808354301836 10.3064555005465 10.434473427523 10.4624452315566 10.1336306180294 10.8347852232455 10.6049002261287 10.4087576069621 10.3677457828411 10.4948061912187 10.7058140485226 10.7544257543267 10.8716290298325 10.7992311733005 10.7101367409831 10.71446057165 10.8733589701625 10.5605788294068 10.7880735003765 10.6948458017398 10.760608836005 10.667702933193 10.6736801603734 10.7912814468437 11.1727253591614 10.3650171310119 10.6778712765649 10.3170308990245 10.736995483245 10.9560875417488 10.5872669961807 10.6301133385217 10.7324768440167 10.818294316184 10.5127994370904 10.3960627726331 10.6593711240224 10.5751095854118 10.5607547131444 10.4988925699737 10.6617292228357 10.7718275403525 10.5067320203497 10.7062619049973
238520_at 7.54139228192283 8.19866069970471 6.17750155335797 5.13476527351213 8.50104423302686 8.11780419762728 8.45027147981774 6.79101138625117 8.5007288199996 7.98870312245133 8.73144496421092 8.54659568825837 8.2853242232871 7.07780074562628 8.19620878319405 7.732671198369 7.93109219131014 6.7091785443765 5.80838105887475 7.38608577206188 6.71587261756665 7.30915790563155 7.7990586711341 8.43722170000369 7.99894701485899 7.57298470798689 7.79261366781799 7.75035516786744 7.3725717849864 8.07443466112776 8.52665952300138 8.09292315946702 8.22286296999948 7.83652598993774 6.89590067808016 7.40929602342485 7.43979789541271 7.15345661000442 7.83676194389821 7.47303144269598 6.76336323768115 8.43418382328061 7.54742218184416 7.97732443784595 6.12631427019727 7.51212884913957 7.05722809204715
1553232_at 5.49084754253161 5.13178012542875 5.80969167862764 6.20937087476254 6.1480032523399 6.10946827181521 6.20049938767271 5.23055686929788 5.83721365453778 5.42888444295324 5.62543447333285 5.43544243248262 5.60102515936536 5.40129499208036 5.01178220545018 5.42816893381994 5.4186622757066 5.48135057497268 5.37917895204985 5.38888021422085 5.86087570082708 5.43608963472969 6.1167697419906 5.47563068293002 5.39186784774564 4.91353803217685 5.60521559725288 5.16074898064791 5.23706350831952 5.72275788444122 5.37128999267006 6.00902517994919 5.68029542190104 4.98274353182777 5.54162415038934 5.49600721892463 5.54330677172907 5.14720317154718 5.09682342315006 4.81584825837194 5.65662121859379 5.55465357391306 5.32501475962503 5.37092573129225 5.63923368797486 5.35542485151098 5.54507377700381
241576_at 5.77459130940485 6.45451887577986 6.29619020979492 6.16545081373835 6.06112494160903 5.83826629134349 5.94719192659763 6.2749322146359 6.15220336176794 5.9623709786909 5.91004856718929 6.02048985295811 6.04234144861361 6.04617185500764 5.77877720807745 5.35638933902911 5.9455688974362 5.58132411387437 5.96466375062329 5.6103230852827 5.7703885777377 5.82234339199678 6.0138484277793 5.67960325959013 6.08697662690173 5.99593317239833 6.08031518823567 5.70048925122166 5.42866755996876 5.96845479193542 6.01614761401735 5.90547471301006 5.7482736224567 6.18120657509607 5.98534813729239 6.52129103036434 5.76737803723815 5.97157828272927 5.88119077173814 5.65324074411527 5.88971096317617 5.90688309250463 6.33940176922312 5.92987540031112 6.11544117613241 5.64961708411799 5.99865283871069
221228_s_at 3.6679202828605 3.9408759539845 3.97700965973387 4.19011676914348 3.89441114805566 3.62872031018886 3.91093391934488 4.19124052956889 3.63495643928195 3.98898261207386 3.651645341109 3.77121972977184 4.03925520280078 3.82691710627303 4.00963956663937 4.09507985075706 3.81033741857345 3.45432711554626 4.05349727856106 4.02024718621842 4.52170280404197 4.21493728471583 4.69574872664816 4.11570566896268 4.21129872604272 4.08914067068951 3.77410292541177 4.12396217716953 3.59158035551849 4.0938858184436 3.61898618323914 3.53439475463437 3.8806288445862 4.11322995205166 4.37555556160418 5.11292125128399 3.73960663930774 3.73012879417615 4.11773332220419 4.43361701609926 3.70760893652963 3.78948183078545 3.32072006603675 3.9822368601086 3.93191887746566 3.78871095585378 3.77665369163528
1570506_at 4.0013021975324 3.67711680096088 3.80645513451894 4.75359764418691 3.90327676517545 3.94449245900073 4.13591335349445 3.93492747997616 4.23265043924854 3.8565354523355 4.15913954472194 3.75446427307734 4.00628611758705 3.90771961630255 3.97517342601055 3.64271322572311 3.88430840426052 3.92880555591728 3.79416730613238 3.82280049306754 3.95685009228201 3.7076003058991 3.93411405226895 3.91112025707217 3.97396049094546 3.94297217409599 3.79879159685914 3.96095673686123 3.62607442179922 3.64954595770044 3.82687843656683 3.68734799784808 4.22269703885482 3.86209187037394 3.87363452563934 3.96460393276143 3.84300278407259 4.10968826201463 4.60070434299707 3.74396894292269 3.77803714523015 3.7467437411579 3.8953222408596 3.61586128593662 3.88509519890359 3.83017928620532 3.62536685199661
236756_at 5.97407946374601 7.68580812330991 7.92802557070811 6.99168498993568 7.13262704021828 7.13094049256037 8.27323306798781 6.62479731793759 6.22020458267121 7.06506043368595 6.75101876778998 7.77594835738732 6.95314174594287 6.05562859856109 10.7732017536791 9.52973313797886 7.0876589774746 6.89897490526178 7.31659444837443 8.02282946187819 8.38393909441144 7.45359184423766 8.17594689551906 7.3785788579749 8.43789007005136 8.08712935411974 8.48176030101677 7.03227383828779 6.47775023540696 6.00309250752347 6.48381716287474 6.73163416873226 9.56241005756199 7.66787309194531 6.70688064842333 7.27220557696672 6.40849695206753 6.04273070503254 7.0177798907158 6.69109475856627 7.49623162196034 7.81189183980159 6.63510505859852 5.87935997143316 6.74314150574699 6.63487480422543 7.32498153286952
1557986_s_at 6.71880925992606 6.76109263252766 5.72497291955933 6.04897366568365 6.15791460291407 6.04377234778535 5.76524654813121 6.39549352057514 5.91577833259479 6.82972552287209 6.03881766038903 5.71943851228338 6.82547052854218 6.53467267132138 7.26422789315323 5.47614789900924 5.90343233679917 5.94406086999497 7.40260698118876 6.97719823981017 7.675351686635 7.6018679268385 7.59817237256641 7.21561053555492 6.43991589085707 7.23794312693176 7.53326083454467 6.62600729331448 6.70703998893588 5.82523613978193 5.71131450469302 6.18717280210561 6.17728664623376 6.88509503347625 6.31290160229768 7.18815641467577 6.04898613695058 5.78195165528802 6.82092786910589 6.91272989930297 6.34486570502159 5.79639175053922 6.07589971718709 6.19597332425849 5.7661608349164 5.8682535765105 5.69982808155351
236864_at 4.04368751431777 4.71324046416515 4.27629168480305 4.51858231912468 3.90592169850576 4.44887294633267 3.856600882411 4.58441200907304 4.21122646999814 4.25079834130871 4.17423419183815 4.21750337827099 4.19649851713395 4.99994027398588 4.43212123218727 4.21041649190882 4.17048260795041 4.59253254956655 4.43220087285281 4.6239645078614 4.63396803459603 4.99765811613027 4.72526912028573 4.41044960262746 4.25595249400944 4.59978564550596 4.71857229975677 4.91868933402965 4.5325710652368 4.76400196795566 4.25291364863734 4.54412059586546 4.39491735743642 4.42549973269693 4.47697405140559 4.62797840725634 4.94521503138448 4.20686074647468 4.85900375029114 4.94465230837973 4.23595554848153 4.44217242322623 4.27496792875474 3.96845210479598 4.51545063942821 4.48181617555482 4.5502443318967
220020_at 6.05980776529211 6.46353178483021 5.53435454621659 5.55078560390272 5.98745704180633 5.66488620851983 5.69922630040649 6.20376874198053 5.9677098490865 6.02732654523762 6.14845387207568 5.98087897489268 6.08611580988739 7.2959783516853 6.76365121160518 6.0726822476196 5.88836914560254 5.72369989073616 6.86171448921647 6.68827676068142 6.68245975453804 6.58351328477494 6.62473469195248 6.60271884403883 5.94845163692785 7.12696489363912 6.85081305066843 7.02266300337593 6.10732852172985 6.15083578245731 6.20745312528604 6.64497827393664 6.57157923404509 6.54751865444918 6.3928628633349 6.64726473613648 6.57031739556963 5.69802794793927 6.51965995649265 6.80334834929164 5.71428222687859 5.41083075924732 5.79575131894938 5.92497510399929 6.02606317536077 6.01073640337767 5.7596670566226
242511_at 5.4097075298429 5.58519085246099 5.5867313950102 6.10378749340757 5.48995649027415 4.86943996885182 5.35626811640067 5.79106442470954 5.43947833310305 5.51824340501185 5.31099125579687 5.35590882708004 5.60740431257577 5.69161545786311 5.84535044480976 5.23183160142479 4.9996871588336 5.49354153224504 5.54592215662791 5.71371033123701 5.77161199848285 5.74625442882037 5.94466437293784 5.80669786764132 5.79977944636012 5.5533525644032 5.15970947343187 5.82814858502473 5.23725808801827 5.50224260289107 5.02337262945786 5.37078022667481 5.16335010591843 5.29625456362795 5.42597999176126 5.68441164922584 5.07287277180523 4.65054583361883 5.86790503139908 5.88048679957477 4.85931617561052 5.12449760877865 5.18232185610383 5.17335813488884 5.62199299521573 5.08671350283707 5.09492044725024
217800_s_at 12.0078854392693 12.6645928730318 11.5031067215587 10.5563281264441 12.223415875576 12.2921307099969 12.2732360989704 12.3869626752819 12.0637401815744 12.0497186153513 12.1617660433932 12.2864464994346 11.8949729831673 11.7243192904019 12.1254593343163 12.0755111137234 11.8531618934309 12.5000195850779 11.8381546507322 11.7945705437663 11.9123698769337 11.9668338453162 10.9036249718776 11.8574719259738 11.4223563011387 12.2829029577983 11.8473749118446 11.7067512685326 11.6189910189207 11.1710933515358 11.2073526561389 11.3476199243448 11.6486326402318 11.8982306259735 11.7043652798614 10.8282582941345 12.3444947033207 11.8437120808833 12.2890189559086 12.2596676508953 12.010106757617 12.2671154797803 11.7918863444108 12.0318562062999 12.0123653923513 12.0789855663963 11.8907074309021
218289_s_at 9.27350639099179 9.79463336309905 9.00606561095154 7.92372199009119 9.84234951388307 10.0800434962192 10.0255926922634 9.04313209864783 9.00888042954786 9.62155633429563 9.55301530545638 9.69570252622569 9.46235110308848 9.08418350118349 9.52634019731606 9.57130747869633 9.48382703671035 10.0642705074697 9.4536143440811 9.48151644911776 8.66282939291179 9.36393640792691 8.95243034214163 9.77624502155925 9.20581028180247 9.84507300091219 9.29060248427223 9.22262317181046 9.17085182984131 9.72110581655762 8.73029112264246 9.99773483160829 10.1592716951188 9.26950134781525 9.48060010058125 9.12066519600145 9.55007113993088 10.1830528018909 9.82256414779967 9.93284342328464 10.3885536978968 10.1482113478469 9.52991416223412 10.3259942264701 10.3340960931703 10.31215214792 9.46940779978942
236908_at 5.34389429844678 5.45242767764037 6.08399735970068 7.22616155311272 6.00381888218665 5.99113938848711 6.33434827521139 5.61830044004299 5.5781634303029 6.51000507205728 7.04007227631966 6.53062289455375 6.18553139407776 6.02428184976281 6.02897536691397 6.06593750077967 6.60325378459913 6.04098234668732 5.36300352869909 5.71120042182696 5.84999217558251 5.43183937429331 6.14399551687308 5.19750437919445 6.54969880038158 5.93523998862301 5.96302783336975 5.29516849975969 5.06397395204842 6.52246523460707 5.52006714274303 6.56799758078348 6.89427467752369 5.72744402839548 5.99623273818227 5.42214710492294 5.50208465103155 7.5813969787179 5.42327673794305 6.26681946073036 6.26618394653077 6.27948729001022 6.41104544944096 6.30746015347501 6.62405271732569 6.81177303162702 6.55056128705402
1564383_s_at 6.05273609593137 5.67362532245192 6.10515683848186 5.91637495215744 5.39228843947539 4.93200587688524 5.72365777207695 5.54081344469941 5.8829233563548 5.11292496411276 4.47424963559785 5.49942667205068 5.58381000207117 5.63515169292287 5.81140674213899 6.03868784053581 6.60409575145646 5.49323354925095 6.30864993353063 5.4721307299813 6.44936439065899 5.58734221774985 6.42134126276778 6.07295291669379 6.09010404825845 5.4467243656918 6.18993707221944 5.39356285771666 5.12773929792952 5.12486765606495 6.45905895029065 6.53331585433571 5.01373460714958 6.48164477468923 6.40939472443758 6.5006605861168 5.64415189139387 5.82960459944582 5.78583470636987 5.49689423075556 6.0434667328108 4.97631370727412 5.99276965223055 5.85482200554601 4.95326432971344 5.4239709263546 5.09694597544137
225092_at 11.0123833905516 11.1554217189221 11.2253428823543 10.0106650901971 11.2893190736233 11.2954985294237 11.4151734551328 10.7701700521476 10.6817193293683 11.6536108642337 11.1753695543041 11.494732380079 11.6815397101458 9.48182225990186 11.1786377494831 10.5592239682373 10.5102044712286 10.6421188475912 9.56583340610151 9.73488766427387 10.6125684247643 10.4219566162616 9.87074944930739 10.868866702838 10.6952986797603 11.1650056778261 10.9634851104592 8.39767849276918 10.3180797069307 10.6453837086693 10.646137759506 11.2121056925305 10.9554522886018 10.756033313485 11.0534359105295 8.86959227184607 10.5235095103771 11.2600984083252 10.2476836274328 10.1754073357822 11.3102876756301 11.7001393235013 11.5580630187115 10.4080213710502 10.137594170341 10.8789560116142 10.6090361481301
1554616_at 7.44153147057387 9.26638514446521 7.54107444521152 8.14397183453433 7.28193701581859 7.41335087385006 7.018439225637 9.59659864468479 7.58037930452966 7.91782344583831 7.21467036801527 7.20489747966151 7.97499314095228 8.79538625985527 8.88955750055932 7.06262451500192 7.11204857924034 7.55224578894987 9.0785660049644 8.72453749341582 9.24741166221242 8.54899612541206 9.22259751126061 8.68884802786871 9.67503791291882 8.63653125506423 8.96121439561685 8.72637670161031 7.43583684163847 7.0685630961778 6.95517786603285 6.89608955558292 7.35509708593793 9.69094393617127 8.99627643093618 9.91840163731765 8.47011167484481 6.94457234484387 8.72425625257365 8.88927458018657 7.00365271411998 7.13716946107964 7.07771397126981 7.18337971640202 7.28273329856326 6.99651970740316 6.85889621609107
201426_s_at 10.7749566273916 10.8462122877597 11.8405926144779 9.69044468258761 10.9783113248927 11.3292258298164 11.310266473505 10.8900823954253 10.5952555409325 12.9965480782384 12.1808213284789 12.2117544823279 12.0912872846147 14.0575215892718 13.3467363103749 14.2777870120862 13.7140711556798 13.9811793784261 14.4251760601441 13.6972908829471 14.1563203964068 14.2723954850777 14.0945311221843 14.3476097374891 12.6500603233808 13.670448665217 13.2937267177104 13.8322761351695 14.3855512615017 14.141967425978 13.8225071998669 13.2085551795677 11.635953277201 13.5643411415871 13.327979764545 13.6324272842545 13.6242023616619 13.9268635890144 13.019751948208 14.2128289769029 14.0966087674773 12.1131343428666 13.5778431433431 14.0421948264827 14.141967425978 13.7938673218312 14.2568801485567
204206_at 9.32717899681883 9.36971478499262 10.319304217197 9.24244531144454 10.0580724035951 10.1481255490613 10.3136804343973 9.23203516226083 9.72812727318019 10.7172904009535 10.5878570837948 10.4220876421518 9.96644009616984 9.66722816718873 9.54818389413875 10.2807335297699 10.380089971375 9.79965234167859 9.35394459814901 8.85108346457465 8.79335337254076 9.08186743441278 8.69180515527131 9.06514267074901 9.31688227188808 9.18280426260524 9.0633021656775 9.12598964781394 9.38615982329362 9.71608004015202 9.95908768611912 9.69215853295539 10.0652755960162 8.69844907439919 9.26696529651151 8.02521096600917 9.06473244484791 9.79437126735156 9.42069519396818 9.3593007091604 9.75178133086781 10.2670715373373 9.80368942314478 9.60282921409318 10.1685478573889 9.87801514599217 10.0902032942477
209655_s_at 9.11767169691531 9.41232107611258 9.9408352217013 8.99993058500772 9.6712351059117 9.98562948663441 10.0031205138192 9.36878742415963 8.29338079144325 10.2879166058459 9.3804084876116 9.70444213190716 10.1633188729814 6.97245490362428 7.80955496843047 10.2916350057383 10.0509797797874 9.19998767441128 9.87156362594595 6.42767405077076 8.14563143216438 10.0762732723003 10.5328213947346 11.5058449780637 8.00317979085378 7.07830757889027 5.85081890751537 6.19196883130694 10.5663022785801 6.17220693659086 7.91196547999225 6.6872446687853 8.75276388817954 9.56544531589456 8.04209322196667 9.03260593586982 10.5371635019373 9.44499661889364 9.65126083078683 9.55779403631743 8.74243093812979 9.66576405749272 9.00508568286785 9.11493363865935 9.47335843868811 9.66533535397638 7.59866730654887
