# Program:featureCounts v2.0.6; Command:"featureCounts" "-T4" "-t" "CDS" "-a" "data/ref/GCA_000007565.2_ASM756v2_genomic.gtf" "-o" "results/counts/counts-SRR7029605-bwa.txt" "results/alignment/bwa/SRR7029605.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/bwa/SRR7029605.sorted.bam
PP_0091	AE015451.2	97610	98020	-	411	1056
PP_0092	AE015451.2	98079	98489	-	411	783
PP_0093	AE015451.2	98575	99648	+	1074	245
PP_0094	AE015451.2	99761	100408	-	648	284
PP_0095	AE015451.2	100533	101078	-	546	226
PP_0096	AE015451.2	101181	103229	+	2049	1891
PP_0097	AE015451.2	103229	103507	+	279	249
PP_0098	AE015451.2	103529	103699	+	171	41
PP_0099	AE015451.2	103842	104897	+	1056	80
PP_0100	AE015451.2	105207	105923	+	717	985
PP_0101	AE015451.2	106134	107648	+	1515	491
PP_5426	AE015451.2	107802	108440	-	639	8802
PP_0103	AE015451.2	108810	109934	+	1125	2007
PP_0104	AE015451.2	109981	111567	+	1587	1121
PP_0105	AE015451.2	111580	112143	+	564	523
PP_0106	AE015451.2	112163	113047	+	885	1033
PP_5427	AE015451.2	113085	113285	-	201	345
PP_0107	AE015451.2	113337	114071	+	735	611
PP_0108	AE015451.2	114043	114621	+	579	296
PP_0109	AE015451.2	114634	115710	+	1077	799
PP_0110	AE015451.2	115698	116588	+	891	541
PP_0111	AE015451.2	116588	117217	+	630	856
PP_0112	AE015451.2	117317	118084	-	768	983
PP_0113	AE015451.2	118152	118820	-	669	373
PP_0114	AE015451.2	118823	119827	-	1005	555
PP_0115	AE015451.2	120055	122187	+	2133	600
PP_0116	AE015451.2	122254	122958	-	705	1021
PP_0117	AE015451.2	123088	123867	-	780	256
PP_0118	AE015451.2	123863	124633	-	771	354
PP_0119	AE015451.2	124633	125115	-	483	194
PP_0120	AE015451.2	125182	126087	+	906	666
PP_0121	AE015451.2	126143	127090	-	948	938
PP_0122	AE015451.2	127163	127447	-	285	303
PP_0123	AE015451.2	127523	130267	+	2745	1678
PP_0124	AE015451.2	130644	131273	-	630	2093
PP_0125	AE015451.2	131475	131774	+	300	1640
PP_0126	AE015451.2	131809	132423	+	615	3446
PP_0127	AE015451.2	132578	133207	+	630	4880
PP_0128	AE015451.2	133223	134074	+	852	2651
PP_0129	AE015451.2	134105	136039	+	1935	867
PP_0130	AE015451.2	136116	136901	+	786	676
PP_0131	AE015451.2	137100	138704	+	1605	549
PP_0132	AE015451.2	138725	140503	-	1779	775
PP_0133	AE015451.2	140503	141846	-	1344	1012
PP_0134	AE015451.2	142057	142875	+	819	110
PP_5428	AE015451.2	143053	143340	+	288	21
PP_0135	AE015451.2	143387	143545	+	159	26
PP_0136	AE015451.2	143551	144018	+	468	137
PP_0137	AE015451.2	144767	146092	+	1326	95
PP_0138	AE015451.2	146243	147469	+	1227	573
PP_0139	AE015451.2	147457	148089	-	633	323
PP_0140	AE015451.2	148089	149024	-	936	380
PP_0141	AE015451.2	149031	149819	-	789	334
PP_0142	AE015451.2	149819	150949	-	1131	435
PP_0143	AE015451.2	151084	152106	-	1023	315
PP_0144	AE015451.2	152203	153606	-	1404	964
PP_0145	AE015451.2	153640	155295	-	1656	406
PP_0146	AE015451.2	155581	156375	-	795	379
PP_0147	AE015451.2	156421	157725	-	1305	289
PP_0148	AE015451.2	157990	158391	+	402	290
PP_0149	AE015451.2	158436	160388	-	1953	515
PP_0150	AE015451.2	160388	160705	-	318	110
PP_0151	AE015451.2	160745	161035	-	291	123
PP_0152	AE015451.2	161128	161505	-	378	772
PP_0153	AE015451.2	161754	161966	-	213	462
PP_0154	AE015451.2	162343	163833	-	1491	439
PP_0155	AE015451.2	164023	165456	-	1434	396
PP_5747	AE015451.2	165462	165773	-	312	50
PP_0156	AE015451.2	165788	166906	-	1119	381
PP_0157	AE015451.2	167329	168243	-	915	311
PP_0158	AE015451.2	168404	169582	+	1179	1093
PP_0159	AE015451.2	169599	170816	+	1218	897
PP_0160	AE015451.2	182079	184562	-	2484	314
PP_0161	AE015451.2	184659	185612	-	954	171
PP_0162	AE015451.2	185620	186138	-	519	101
PP_0163	AE015451.2	186230	186916	-	687	237
PP_0164	AE015451.2	187189	187878	+	690	202
PP_0165	AE015451.2	187892	189835	+	1944	1344
PP_0166	AE015451.2	189998	191371	-	1374	1669
PP_0167	AE015451.2	191364	193517	-	2154	2175
PP_5429	AE015451.2	193584	193796	-	213	241
PP_5430	AE015451.2	193885	194085	-	201	104
PP_0168	AE015451.2	194495	220540	+	26046	48857
PP_5431	AE015451.2	220671	221027	+	357	717
PP_0169	AE015451.2	221229	222125	+	897	112
PP_0170	AE015451.2	222146	223162	+	1017	68
PP_0171	AE015451.2	223172	224032	+	861	53
PP_0172	AE015451.2	224050	224910	+	861	98
PP_0173	AE015451.2	225034	225660	-	627	634
PP_0174	AE015451.2	225775	226590	+	816	487
PP_0175	AE015451.2	226726	227175	+	450	341
PP_0176	AE015451.2	227175	229259	+	2085	780
PP_0177	AE015451.2	229259	229468	+	210	29
PP_0178	AE015451.2	229468	230340	+	873	469
PP_0179	AE015451.2	230340	231755	+	1416	906
PP_0180	AE015451.2	231902	233809	+	1908	1597
PP_0181	AE015451.2	233878	234120	-	243	3056
PP_0182	AE015451.2	234193	234492	-	300	205
PP_0183	AE015451.2	234641	235300	+	660	437
PP_0184	AE015451.2	235431	236834	-	1404	2064
PP_0185	AE015451.2	237120	237860	+	741	5030
PP_0186	AE015451.2	237982	238920	+	939	1477
PP_0187	AE015451.2	238920	239684	+	765	512
PP_0188	AE015451.2	239706	240830	+	1125	2377
PP_0189	AE015451.2	240830	242065	+	1236	2601
PP_0190	AE015451.2	242291	242794	+	504	169
PP_0191	AE015451.2	243029	243496	+	468	2780
PP_0192	AE015451.2	243511	244170	-	660	609
PP_0194	AE015451.2	244325	245311	+	987	8595
PP_0195	AE015451.2	245296	245772	-	477	246
PP_0196	AE015451.2	245823	247730	+	1908	890
PP_0197	AE015451.2	247733	248317	+	585	137
PP_0198	AE015451.2	248420	249049	+	630	622
PP_0199	AE015451.2	249104	249847	-	744	104
PP_0200	AE015451.2	249859	251202	-	1344	627
PP_0201	AE015451.2	251268	251756	+	489	1181
PP_5432	AE015451.2	251821	252060	+	240	1050
PP_5433	AE015451.2	252133	252768	+	636	2749
PP_0202	AE015451.2	252781	253215	-	435	1373
PP_0203	AE015451.2	253389	255116	-	1728	719
PP_0204	AE015451.2	255569	256315	+	747	29
PP_0205	AE015451.2	256315	258036	+	1722	74
PP_0206	AE015451.2	258102	258344	+	243	5
PP_0207	AE015451.2	258467	259870	+	1404	54
PP_0208	AE015451.2	259889	260668	+	780	30
PP_0209	AE015451.2	260671	261519	+	849	67
PP_0210	AE015451.2	261519	262481	+	963	28
PP_0211	AE015451.2	262484	262762	+	279	42
PP_0213	AE015451.2	263250	264689	+	1440	2455
PP_0214	AE015451.2	264875	266149	+	1275	1152
PP_0215	AE015451.2	266291	267547	+	1257	3197
PP_0216	AE015451.2	267644	268669	-	1026	872
PP_0217	AE015451.2	268772	269953	-	1182	313
PP_0218	AE015451.2	270100	271992	+	1893	565
PP_0219	AE015451.2	272027	272668	-	642	36
PP_0220	AE015451.2	272661	273767	-	1107	16
PP_0221	AE015451.2	273772	274569	-	798	31
PP_0222	AE015451.2	274565	275947	-	1383	43
PP_0223	AE015451.2	275950	277167	-	1218	29
PP_0224	AE015451.2	277267	278505	-	1239	81
PP_0225	AE015451.2	278822	279577	-	756	496
PP_0226	AE015451.2	279583	280248	-	666	634
PP_0227	AE015451.2	280248	281039	-	792	1504
PP_0228	AE015451.2	281348	282277	+	930	646
PP_0229	AE015451.2	282550	284550	+	2001	306
PP_0230	AE015451.2	284619	285449	-	831	53
PP_0231	AE015451.2	285501	286337	-	837	37
PP_0232	AE015451.2	286337	287122	-	786	47
PP_0233	AE015451.2	287139	288107	-	969	94
PP_0234	AE015451.2	288582	289913	+	1332	312
PP_0235	AE015451.2	290082	290717	+	636	659
PP_0236	AE015451.2	290940	291530	+	591	56
PP_0237	AE015451.2	291619	292581	+	963	85
PP_0238	AE015451.2	292644	293789	+	1146	40
PP_0239	AE015451.2	293803	294597	+	795	26
PP_0240	AE015451.2	294597	295406	+	810	60
PP_0241	AE015451.2	295437	295649	+	213	35
PP_0242	AE015451.2	295797	296426	-	630	148
PP_0243	AE015451.2	296429	298003	-	1575	696
PP_0244	AE015451.2	298160	298540	-	381	96
PP_0245	AE015451.2	298543	301125	-	2583	642
PP_0246	AE015451.2	301082	301819	+	738	1768
PP_0247	AE015451.2	301836	303146	+	1311	1679
PP_0248	AE015451.2	303250	304152	-	903	627
PP_0249	AE015451.2	304152	304769	-	618	461
PP_0250	AE015451.2	304741	305139	+	399	218
PP_0251	AE015451.2	305174	305965	-	792	552
PP_0252	AE015451.2	306086	306982	+	897	919
PP_0254	AE015451.2	308854	309291	+	438	202
PP_0255	AE015451.2	309354	309833	-	480	1069
PP_0256	AE015451.2	310033	312375	-	2343	1369
PP_0257	AE015451.2	312384	313211	-	828	545
PP_0258	AE015451.2	313387	313824	+	438	3929
PP_0259	AE015451.2	313881	314540	-	660	285
PP_0260	AE015451.2	314605	315168	+	564	303
PP_0261	AE015451.2	315186	315983	+	798	295
PP_0262	AE015451.2	316072	316524	-	453	132
PP_0263	AE015451.2	316527	317930	-	1404	520
PP_0264	AE015451.2	317930	319741	-	1812	434
PP_0265	AE015451.2	319787	320329	-	543	1198
PP_0266	AE015451.2	320607	321710	+	1104	679
PP_0267	AE015451.2	322174	324240	-	2067	161
PP_0268	AE015451.2	324715	326031	+	1317	106
PP_0269	AE015451.2	326068	327732	-	1665	64
PP_0270	AE015451.2	327885	329249	-	1365	62
PP_0271	AE015451.2	329254	329970	-	717	90
PP_0272	AE015451.2	330111	332405	+	2295	104
PP_0273	AE015451.2	332477	332686	-	210	26
PP_5435	AE015451.2	332862	333212	+	351	55
PP_0274	AE015451.2	333257	333727	+	471	93
PP_0275	AE015451.2	334150	334362	+	213	12
PP_0276	AE015451.2	334365	334685	-	321	42
PP_0277	AE015451.2	335150	335395	-	246	41
PP_5437	AE015451.2	335602	335781	-	180	29
PP_0278	AE015451.2	335916	336149	+	234	24
PP_0279	AE015451.2	336548	337750	-	1203	271
PP_0280	AE015451.2	337882	338568	-	687	319
PP_0281	AE015451.2	338571	339260	-	690	331
PP_0282	AE015451.2	339318	340067	-	750	1925
PP_0283	AE015451.2	340082	340852	-	771	2141
PP_5438	AE015451.2	340933	341106	-	174	57
PP_0284	AE015451.2	341484	342866	+	1383	198
PP_5439	AE015451.2	343004	343444	-	441	130
PP_5440	AE015451.2	343684	343908	+	225	44
PP_0285	AE015451.2	344269	344538	-	270	177
PP_0286	AE015451.2	344538	345602	-	1065	644
PP_0287	AE015451.2	345602	347845	-	2244	1277
PP_0288	AE015451.2	348114	349772	+	1659	538
PP_0289	AE015451.2	349955	350584	+	630	437
PP_0290	AE015451.2	350588	351223	+	636	394
PP_0291	AE015451.2	351227	351484	+	258	79
PP_0292	AE015451.2	351515	352249	+	735	434
PP_0293	AE015451.2	352263	353030	+	768	310
PP_0294	AE015451.2	353154	354329	-	1176	837
PP_0295	AE015451.2	354329	355171	-	843	346
PP_0296	AE015451.2	355259	356203	-	945	1166
PP_0297	AE015451.2	356656	358029	+	1374	79
PP_5441	AE015451.2	358162	358359	+	198	314
PP_0298	AE015451.2	358534	359637	+	1104	1927
PP_0299	AE015451.2	359763	360218	-	456	225
PP_0300	AE015451.2	360350	361933	+	1584	29
PP_0301	AE015451.2	362039	362506	-	468	20
PP_0302	AE015451.2	362520	363482	-	963	68
PP_0303	AE015451.2	363652	364533	-	882	32
PP_0304	AE015451.2	364660	365601	-	942	97
PP_0305	AE015451.2	365734	366690	+	957	69
PP_5442	AE015451.2	366700	367314	-	615	22
PP_0306	AE015451.2	367391	368116	-	726	230
PP_0307	AE015451.2	368222	368650	-	429	350
PP_0308	AE015451.2	368921	369895	+	975	668
PP_0309	AE015451.2	369974	370501	+	528	113
PP_0310	AE015451.2	370520	372577	+	2058	569
PP_0311	AE015451.2	372759	374708	+	1950	232
PP_0312	AE015451.2	374711	375940	+	1230	176
PP_0313	AE015451.2	375954	376721	+	768	119
PP_0314	AE015451.2	377326	378054	+	729	79
PP_0315	AE015451.2	378125	379414	-	1290	398
PP_0316	AE015451.2	379704	380807	+	1104	620
PP_0317	AE015451.2	380922	382544	-	1623	76
PP_0318	AE015451.2	382811	383038	+	228	145
PP_0319	AE015451.2	383038	383337	+	300	123
PP_0320	AE015451.2	383523	385457	+	1935	74
PP_0321	AE015451.2	385498	386535	-	1038	601
PP_0322	AE015451.2	386861	388111	+	1251	409
PP_0323	AE015451.2	388130	389377	+	1248	227
PP_0324	AE015451.2	389395	389727	+	333	48
PP_0325	AE015451.2	389727	392738	+	3012	1048
PP_0326	AE015451.2	392816	393445	+	630	326
PP_0327	AE015451.2	393460	394314	+	855	594
PP_0328	AE015451.2	394619	395815	+	1197	1398
PP_0329	AE015451.2	396025	396945	-	921	31
PP_0330	AE015451.2	397139	397711	+	573	463
PP_0331	AE015451.2	397738	398484	-	747	92
PP_0332	AE015451.2	398699	399583	-	885	482
PP_0333	AE015451.2	399765	400262	+	498	622
PP_0334	AE015451.2	400415	401470	+	1056	37
PP_0335	AE015451.2	401905	402525	-	621	438
PP_0336	AE015451.2	402532	403197	-	666	497
PP_0337	AE015451.2	403369	406056	-	2688	922
PP_0338	AE015451.2	406367	408004	-	1638	6986
PP_0339	AE015451.2	408021	410663	-	2643	9284
PP_0340	AE015451.2	411047	413977	+	2931	1853
PP_0341	AE015451.2	414183	415229	+	1047	1035
PP_0342	AE015451.2	415233	416288	+	1056	651
PP_0343	AE015451.2	416291	417412	+	1122	670
PP_0344	AE015451.2	417412	418215	+	804	727
PP_0345	AE015451.2	418218	418949	+	732	561
PP_0346	AE015451.2	418949	419698	+	750	837
PP_0347	AE015451.2	419701	421140	+	1440	977
PP_0348	AE015451.2	421164	423947	-	2784	227
PP_5443	AE015451.2	424018	424200	-	183	8
PP_0349	AE015451.2	424200	425309	-	1110	148
PP_0350	AE015451.2	425369	427798	-	2430	233
PP_0351	AE015451.2	428053	429006	-	954	312
PP_0352	AE015451.2	429006	429521	-	516	243
PP_0353	AE015451.2	429672	430379	-	708	20
PP_0354	AE015451.2	430379	432313	-	1935	67
PP_0355	AE015451.2	432406	432972	+	567	20
PP_0356	AE015451.2	433025	435199	-	2175	722
PP_0357	AE015451.2	435649	436164	+	516	2132
PP_0358	AE015451.2	436403	437287	-	885	433
PP_0359	AE015451.2	437355	438359	-	1005	377
PP_0360	AE015451.2	438428	439189	-	762	135
PP_0361	AE015451.2	439242	439970	-	729	71
PP_0362	AE015451.2	440060	441115	+	1056	120
PP_0363	AE015451.2	441120	442289	+	1170	99
PP_0364	AE015451.2	442285	443013	+	729	506
PP_0365	AE015451.2	443009	443824	+	816	596
PP_0366	AE015451.2	443838	444515	+	678	1845
PP_0367	AE015451.2	444692	445024	+	333	2930
PP_0368	AE015451.2	445315	447117	+	1803	2747
PP_0369	AE015451.2	447422	448702	+	1281	153
PP_0370	AE015451.2	448830	450605	+	1776	648
PP_0371	AE015451.2	450952	451872	-	921	39
PP_0372	AE015451.2	452083	453360	+	1278	78
PP_0373	AE015451.2	453511	453666	+	156	191
PP_5444	AE015451.2	453737	454660	-	924	177
PP_0375	AE015451.2	454819	456654	-	1836	1055
PP_0376	AE015451.2	456623	457750	-	1128	796
PP_0377	AE015451.2	457755	458027	-	273	224
PP_0378	AE015451.2	458027	458779	-	753	402
PP_0379	AE015451.2	458946	459854	-	909	595
PP_0380	AE015451.2	459936	460004	-	69	168
PP_0381	AE015451.2	460167	462464	-	2298	756
PP_0382	AE015451.2	462608	463399	-	792	508
PP_0383	AE015451.2	463417	465096	-	1680	1001
PP_0384	AE015451.2	465353	465811	-	459	51
PP_0385	AE015451.2	465999	466550	+	552	214
PP_5445	AE015451.2	466900	467067	-	168	27
PP_0386	AE015451.2	467216	470956	-	3741	4946
PP_0387	AE015451.2	471087	472934	-	1848	9076
PP_0388	AE015451.2	473005	474984	-	1980	1825
PP_0389	AE015451.2	475292	475504	-	213	3115
PP_0390	AE015451.2	475709	476731	+	1023	608
PP_0391	AE015451.2	476755	477321	-	567	530
PP_0392	AE015451.2	477396	477749	+	354	273
PP_0393	AE015451.2	477743	478249	+	507	184
PP_0394	AE015451.2	478365	479468	-	1104	1301
PP_0395	AE015451.2	479527	481092	-	1566	14905
PP_0396	AE015451.2	481092	482360	-	1269	12197
PP_0397	AE015451.2	482519	484438	-	1920	39609
PP_0398	AE015451.2	484724	485053	-	330	866
PP_0399	AE015451.2	485071	485934	-	864	912
PP_0400	AE015451.2	485937	486314	-	378	694
PP_0401	AE015451.2	486515	487315	-	801	643
PP_0402	AE015451.2	487315	488301	-	987	645
PP_0403	AE015451.2	488301	489617	-	1317	1726
PP_0404	AE015451.2	489601	492420	-	2820	4373
PP_0405	AE015451.2	492551	493567	+	1017	527
PP_0406	AE015451.2	493567	494235	+	669	1175
PP_0407	AE015451.2	494240	495004	+	765	673
PP_0408	AE015451.2	495038	496033	-	996	379
PP_0409	AE015451.2	496129	498513	+	2385	760
PP_0410	AE015451.2	498527	499153	+	627	308
PP_0411	AE015451.2	499452	500573	+	1122	6858
PP_0412	AE015451.2	500617	501648	+	1032	11032
PP_0413	AE015451.2	501712	502956	+	1245	3479
PP_0414	AE015451.2	502970	503794	+	825	2740
PP_0415	AE015451.2	503948	504619	+	672	914
PP_0416	AE015451.2	504619	505434	+	816	645
PP_0417	AE015451.2	505507	506985	+	1479	1670
PP_0418	AE015451.2	507124	509010	-	1887	259
PP_0420	AE015451.2	509378	509968	+	591	273
PP_0421	AE015451.2	509981	511027	+	1047	640
PP_0422	AE015451.2	511027	511857	+	831	549
PP_0423	AE015451.2	512008	512709	+	702	282
PP_0424	AE015451.2	512712	513353	-	642	142
PP_0425	AE015451.2	513544	513963	+	420	734
PP_0426	AE015451.2	514046	515083	-	1038	704
PP_0427	AE015451.2	515097	515741	-	645	1008
PP_0428	AE015451.2	515810	516145	-	336	550
PP_0429	AE015451.2	516212	516991	-	780	334
PP_0430	AE015451.2	517062	518015	-	954	726
PP_0431	AE015451.2	518047	518469	-	423	768
PP_0432	AE015451.2	518612	519643	+	1032	2349
PP_0433	AE015451.2	519746	520141	+	396	267
PP_0434	AE015451.2	520207	521295	-	1089	1143
PP_0435	AE015451.2	521302	522726	-	1425	1877
PP_0436	AE015451.2	522934	524130	+	1197	741
PP_0437	AE015451.2	530087	531043	+	957	161
PP_0438	AE015451.2	531036	531782	+	747	181
PP_0439	AE015451.2	531754	532215	+	462	113
PP_0440	AE015451.2	532736	533926	+	1191	1383
PP_0441	AE015451.2	534104	534469	+	366	2469
PP_0442	AE015451.2	534482	535012	+	531	2037
PP_0443	AE015451.2	535135	535563	+	429	2502
PP_0444	AE015451.2	535566	536258	+	693	3201
PP_0445	AE015451.2	536459	536956	+	498	2563
PP_0446	AE015451.2	537037	537399	+	363	1923
PP_0447	AE015451.2	537623	541693	+	4071	7579
PP_0448	AE015451.2	541761	545957	+	4197	9063
PP_0449	AE015451.2	546172	546540	+	369	3519
PP_0450	AE015451.2	546650	547117	+	468	4131
PP_0451	AE015451.2	547151	549295	+	2145	12686
PP_0452	AE015451.2	549326	550516	+	1191	6162
PP_0453	AE015451.2	550661	550969	+	309	1705
PP_0454	AE015451.2	551020	551685	+	666	3306
PP_0455	AE015451.2	551701	552300	+	600	2135
PP_0456	AE015451.2	552300	552596	+	297	741
PP_0457	AE015451.2	552614	553435	+	822	3255
PP_0458	AE015451.2	553455	553727	+	273	936
PP_0459	AE015451.2	553742	554071	+	330	1081
PP_0460	AE015451.2	554061	554771	+	711	2298
PP_0461	AE015451.2	554787	555197	+	411	1463
PP_0462	AE015451.2	555197	555388	+	192	501
PP_0463	AE015451.2	555394	555657	+	264	909
PP_0464	AE015451.2	555684	556049	+	366	1785
PP_0465	AE015451.2	556064	556375	+	312	1218
PP_0466	AE015451.2	556399	556935	+	537	3158
PP_0467	AE015451.2	556952	557254	+	303	1712
PP_0468	AE015451.2	557466	557855	+	390	3425
PP_0469	AE015451.2	557871	558401	+	531	3893
PP_0470	AE015451.2	558415	558762	+	348	1527
PP_0471	AE015451.2	558769	559266	+	498	2441
PP_0472	AE015451.2	559272	559445	+	174	443
PP_0473	AE015451.2	559452	559883	+	432	1766
PP_0474	AE015451.2	559887	561215	+	1329	5400
PP_0475	AE015451.2	561247	561360	+	114	1059
PP_0476	AE015451.2	561495	561848	+	354	2334
PP_0477	AE015451.2	561870	562256	+	387	2105
PP_0478	AE015451.2	562275	562892	+	618	3603
PP_0479	AE015451.2	562918	563916	+	999	5753
PP_0480	AE015451.2	563962	564345	+	384	1677
PP_0481	AE015451.2	564521	565957	+	1437	244
PP_0482	AE015451.2	566124	566585	+	462	395
PP_0483	AE015451.2	566664	569495	-	2832	906
PP_0484	AE015451.2	569625	571016	+	1392	1907
PP_0485	AE015451.2	571029	571571	+	543	1808
PP_0486	AE015451.2	571668	573089	-	1422	409
PP_0487	AE015451.2	573236	574030	+	795	40
PP_0488	AE015451.2	574055	574813	+	759	126
PP_0489	AE015451.2	574964	578029	+	3066	6148
PP_0490	AE015451.2	578032	578979	+	948	384
PP_0491	AE015451.2	578979	579632	+	654	430
PP_0492	AE015451.2	579610	580563	+	954	688
PP_0493	AE015451.2	580711	582135	+	1425	1468
PP_0494	AE015451.2	582135	584054	+	1920	2253
PP_0495	AE015451.2	584269	585255	-	987	153
PP_0496	AE015451.2	585331	586770	-	1440	223
PP_0497	AE015451.2	586949	587755	+	807	148
PP_0498	AE015451.2	587773	588645	-	873	321
PP_0500	AE015451.2	589877	590758	+	882	872
PP_0501	AE015451.2	590754	591683	+	930	311
PP_0502	AE015451.2	591720	592160	-	441	32
PP_0503	AE015451.2	592263	593465	+	1203	76
PP_0504	AE015451.2	593459	594139	-	681	846
PP_0505	AE015451.2	594252	594761	-	510	239
PP_0506	AE015451.2	594891	596153	-	1263	237
PP_0507	AE015451.2	596156	596863	-	708	252
PP_0508	AE015451.2	596867	597445	-	579	333
PP_0509	AE015451.2	597576	597917	+	342	72
PP_0510	AE015451.2	598075	598944	-	870	833
PP_0511	AE015451.2	598979	599635	-	657	274
PP_0512	AE015451.2	599639	600043	-	405	388
PP_0513	AE015451.2	600174	600650	+	477	454
PP_0514	AE015451.2	600650	601783	+	1134	1102
PP_0515	AE015451.2	601829	602491	+	663	672
PP_0516	AE015451.2	602495	603601	+	1107	1417
PP_0517	AE015451.2	603696	604169	+	474	1705
PP_0518	AE015451.2	604169	604666	+	498	1524
